text,sentiment
#TotalmentePayaso @Psychooriginal uno de los mejores luchadores técnicos que he conocido Espero que salgas triunfador este año,P
"@MarqoOrtiz Y ya que recomendaste Black Mirror, incluso la temp. 3 (tan criticada), la anoto entre los pendientes",P
"Cuando la cago y mi no, novio esta enojado conmigo, se me hace un pinche nudo en la vagina",N
"La música de U2 me deprime sobretodo la de Stay (Far Away, So Close!) maldita sea para que los puse",N
"Tenia la idea de comprar un carro este año, pero ahora nevermind, me tendre que traer a petunia(mi bici) a TJ",N
"@MFollowill muchas gracias Mark, si ya no puedo esperar , @swish41 y su tiro perfecto gracias por venir a México 🇲🇽 #MFFL",P
De la nada me empezó a seguir @Chilaquiloteca y me enteré que existe ese servicio... porque a veces también me pasan cosas buenas,N
@Soul_Vedder que bueno que mi primer boda del año es en abril jajajajaj  al menos será la mitad de como le veo ahora,N
Durmiendo tan rico y sólo me hablan para chingar.... Y dicen q yo soy el q tiene una vida de mierda y bla bla bla,N
"Hoy amaneció nublado y con frío! El día está para no salir, ver pelis y comer pizza! Bonito viernes y buen fin de semana para todos!",P
"Ojalá se ponga de moda tener un poco de respeto y educación. No sólo des like, aplícalo en tu vida! No aparentes cosas q no son! #anotele",N
Acabo de hacer algo muy triste jajaja la señora que limpia mi casa trapeo y yo baje y pise y no sabía que estaba trapeando y creo ensucie,N
"- ¿Qué me estás arrimando? - Algo que te gusta mucho y está en mi entrepierna. - Amor, guarda ese pepino, tú pene no es tan grande. - Ay",N
@SinCosquillas urge empedar contigo bb,P
@josciv por eso es importante escucharlo,P
Mientras luchamos por separado nos vencen juntos,N
"@mariobautista_ Soy mala Bautister, no puse el 11:14",N
Muchas felicidades @humbertodiaz22 un abrazo con mis mejores deseos,P
Que triste que Guadalajara está igual de contaminado que Mty,N
La biblioteca está cerrada y tengo que estar en el sol,N
Esperamos que disfrutes de este día con tus seres queridos #DíaDeReyes #DeliciaObelie,P
"@vidal_guitar eso es lo angustiante nada de información segura, muchas gracias por responder",NEU
Feeeliz dia a todas las enfermeras del mundo mundial son lo mejor que hay,P
@introvertchola @Rubestia @nuuzga que malos y yo ? yo tambien fui al carlssssssssss  #bitches,N
"Viendo ""Bichos"" y pensar que es todo lo que pasa en el país a pequeña escala",N
"#convocatoriaunam alguien que sea tan amable de mandar el link para registrarse x favor, no lo encuentro",NEU
@luixuz Yo también No te dí permiso de que te fueras y me dejaras sola con el bebé,N
#FelizMiercoles Mis Chamacos Queridos Dios me los bendiga y me los llene de todo su amor los quiero Besitos,P
@Los40ec Que excelente tema #RockABYE también me gustaría escuchar: We don't talk anymore solo la mejor música en #los40 @BriannaPinosM,P
"Buenos días!!! Aprende a confiar. Si hay silencio, déjalo aumentar, algo surgirá. Si hay tormenta, déjala rugir, ya se calmará... Besitos",P
@Vilhum taken with my iPhone. Quiero una cámara profesional para ser más feliz jajajaja yo si le se a todos los botonsitossss,P
"Iba a escribir algo inspirador para este cierre de año, pero con un simple y sincero: ""deschinguen a su madre todos"" es suficiente.",N
@tomo_como_rey Feliz año washitos!!! Les deseo lo mejor del mundo y les mando un fuerte abrazo!!! Que nos volvamos a encontrar en el 2017,P
"Eres bien divertida y me das mucha risa, siempre andas de buenas y eso me agrada, eres muy buena persona, ya no tengas tantos crushes",P
"Son las 2 de la tarde y apenas me di cuenta que no traigo nada del ""kit"" para año nuevo .. Ni siquiera el bóxer rojo.",N
sé (o eso espero) que me va a dar una estabilidad económica en un futuro pero pues no sé no sé quisiera sentirme más desbordada de deseo,P
"Y sí, siempre he dicho que la Navidad no se trata sólo de regalos, pero me siento mal porque no he donado regalos para los niños este año",N
"Y hoy por primera vez me salí con el permiso de mi mujer pero no es eso el detalle, si no saber q estarán a mi lado y q llegaré a casa",P
Para qué hablan de clandestino,NEU
@luismartiinez28 yo estoy en primera fila,NEU
Y aveces necesito alguien con quien platicar,N
De vdd tengo mucho sueño! Ya estoy viejito,N
@JoseeEscobar Pero ya quedaban poquitas de todos modos fijado.,N
"@Cbrrrx yo solo robo corazones, daysino, ni eso puedo robar",N
"Yo: estoy tan sola Alguien: hola Yo: fuchi, déjame en paz.",N
La verdad hoy fue una noche bastante aburrida espero poder salir mañana,N
"Que gane el Madrid, pero que mi Ochoa no salga tan mal parado",NEU
Cuándo se termine este contrato empezaré a buscar un nuevo depa y un gatito.,P
@BearJhony Te portaste mal... que bueno ve por tus propios regalos y a tu gusto,P
@PiojitoPersa aguante los fritos con mateeeees linda!!! (Quiero fritos ahora ahre) encima estoy tomando mates ahre,P
Mierda porque es tan difícil decidir en que casa vivir? Hay pros y contras en cada una,N
Por que no maquillo padre como mis primas de USA y por que no tengo su maquillaje hahahaha,N
Ojalá me dijeran que estoy bonita tanto como se lo dicen a sergio quembidia pero esque esta hermoso unu,P
"@la_sol_soleil Hola Sol, hemos confirmado que la señal se transmitió correctamente en la región, por favor revisa con tu cableoperador",NEU
"Me lleva la tostada con el internet de @izzi_mx. Deje a mis amigos en ARK, con un T-Rex y un Oso.",N
@FridaSante 2 cosas 1 mal que no me sigues 2 mandale un saludo a azul si? (el amor de mi vida ),N
"- Mamá, cuánto tiempo viven las putas? - Porque hija? Te sientes mal? Jajaja - Mamá!!! - Hay aparte de puta, sentida... #AsiLasCosas",N
estoy a 7 de llegar a los 500 seguidores! gracias a todos !!!! arriba el se !!!! arriba yo pero de unas vergas ricas,P
@ana_sofmt oye perame que si buzzfeed es pendejo entonces el amor de mi vida no es el amor de mi vida y eso sería triste,N
serías tan dispersa en no darte cuenta q tenías ganas de hacer pipí.. qué bonito tu mundo no regreses a éste de no ser necesario; calita,N
Cómo cuando tu mamá te manda a buscar algo pero no sabe que ahí están escondidos los regalos de navidad y de paso me regañan chale jaja,N
"@Extranjerodm exacto, la foto la tomé en la rueda de prensa, pues yo fui al que Fey subio y difundo mis fotos como ""esto es lo que hago""",P
"Si soy de área 4 y con suerte pase mate IV y mate V ¿por que me ponen al profe qlero que es mega difícil pasar con el, en mi último año?",N
#QuisieraQue la gente fuera eterna,NEU
"Mames, hoy si me dio frío",N
@darkomacedo seee eso está bien pinche triste,N
Denme una llenadera porque dicen que no tengo,NEU
Lo único que necesito para ser feliz es dinero.,P
mamá quiero ir a pp hoy ya no seas así,N
Un saqueador más es denunciado en redes sociales... @ Monumento a…,N
"Ya hasta me duele la cabeza. Mañana/tarde pesada, pesadísima en la oficina.",N
"Que pinche chiste tiene estar ""medio alto"" si todos aquí están bien pigmeos",N
Sí sentí feo cuando ví que se iba a ir a vivir a CDMX,N
Me salió el mono en la rosca... creo será la única sorpresa de mi año,N
Buenos dias mundo twittero me duermo súper tarde y despierto súper temprano eso no es normal,N
"Aaahhhhggg Noooo!!! Esa frase no!!!! Malditos hombres (frustración momentanea) sorry, no los odio... Bueno no a todos!",NEU
"Ayer me robaron descaradamente, jamás acompañes a tu mamá al centro comercial con tu tarjeta de la beca",N
"@alexjuxx yo quiero un novio como tu una vez dijiste ""Que me procure"" Jajajajajajajaja, no, pero en serio si",P
"@Mumusiraneitor bueno, hoy duermo temprano jeje linda noche y disfrúta al máximo (a la hr que lo leas), tqm ...!!!",P
"#MiPropositoEs Seguir siendo la mejor madre y la mejor periodista, cumplirles sus sueños a todos mis seguidores y ser mejor persona",P
Ha eirado mi paquete sl200 chales hubiera aprovechado el mes gratis de la llamada que me pedía mis datos ayer tel 6141727708,N
Mis pequeños Amores no me van a felicitar Hoy es el #DiaDelPeriodista Ya 10 años dedicándome al Periodismo y los que me faltan,NEU
Escribí un texto bien interesante acerca de la violencia en el noviazgo y de cómo salir de las relaciones tóxicas. Luego lo posteo amigos,P
Top de cosas inútiles que guardo en mi memoria: - Diálogos completos de Shrek2 - Dos canciones de Selena Gómez - Su número de teléfono,P
@PMovimiento Acuérdense que a lo Hecho en México de mexicano sólo le queda el sudor la tierra y el aire casi todo lo demás es importado,N
Sera un To3 CC  Timebomb el dia domingo 18 de Diciembre a las 8:30 hora de Mexico. Pueden mandar sus teams apartir de ahora. Es libre,NEU
Esta súper raro por que el año pasado vino a buscarme a la puerta de mi casa y yo ya estaba en el camión de regreso a puebla,N
Sabían que su after fav Teatro G. fue construido para mi y un día de estos (hoy) les voy a dar el placer de que me vean ahí metido !!,P
"@FidelZevi esta bien, no insistas",NEU
@MauHCorona #EsTiempoDe pensar las cosas buenas,P
Cancún quiero volver a ti te extraño,N
"Gastar, malechor y basaltar son mas apropiados jajaj",NEU
son los huevos más pobres que me he comido,N
"Maldito jet lag, acabo de despertar a las 2 am",N
@RoberHerreraA @ABCDesignated ay amiguito yo esperaba cada domingo para capítulo nuevo,N
¿En dónde consigo unos buenos nachos de pastor hoy 1 de Enero?,NEU
"@HazzaLovesMe69 Que raro, desde hace rato que tengo los DMs desbloqueados ¿Pasó algo?",NEU
@puntoguionpunto ando bien porque nunca sentí nada. Pero estaban bien ricos porque tenían chispitas.,P
"#s900 uy! Feliz primer lunes del 17! Un gustazo escucharlos en Querétaro frío, pero chido",P
"@MaRkIyO1992 Ja ja che Menso, en vez de sí me escribas diario para saber mi vida",N
"Mi sueño no es tan imposible, tan solo es viajar a Canadá yo sé que puedo lograrlo",P
Mañana de nuevo a la realidad!! Amorsitooo muy buenas vacas de tu trabajo!! Excelente estar juntitos con Mati,P
@futaztecadep Saludos al profe David y al @martinolimx! Feliz 2017 Maestros de la narración.. Carajo!!!! diría el Dr. Garcia,P
"Una señora alza la voz,le piden no gritar,ella dice con usted no estoy hablando...entonces por qué habla Tan fuerte...me aturde",N
"Parada obligada en pits y al banco.. Rumbo a Pueblo frío.. Hay q ir por la patrona, se acabaron las vacaciones",N
"@karlacg_ ayñ, si eso pasa, uno de mis hermanos era super rubio y pues ya no jaja igual está cute tu cabello!",P
@bettocantu Los juegos de Booktube me dejaron con muchos libros abiertos y quería cerrarlos antes de leer este Creo que si la hago...,NEU
"Qué triste de veras cuando tienes antojo brutal de un Blizzard, crees que el del mes no tiene pierde, y resulta estar muy malo",N
"2/2 hay tantas cosas que nos pueden dar satisfacciones, sólo hay que saber que es lo que uno quiere y no perderse...Buen inicio de año",P
"Buenos días!!! No te enojes. Recuerda que la gente no te hace cosas, la gente hace cosas y tú decides si te afectan o no... Besitos",P
"@diego_galvan se lo llevé a la sra q me lo cuida trae tos y flemas, y el grande del estómago, algo le cayó mal 2 hrs más!!",N
Que feo se siente o más bien que mal me siento al ver que se están robando un carro y el cabrón te ve cuando lo esta haciendo,N
Ayer fue cumpleaños del amor de mi vida que ya no está en mi vida pero que fue y será un buen amor en mi vida. Ojalá la haya pasado feliz,P
Me quede vestida y alborotada.,N
@EverCufl Ay que grosero eres conmigo,N
@rubialvc @MirthaYudithOF @gizbetan eso fue único jejeje,NEU
Que triste que estas con alguien tan vacía,N
no sé qué tipo de señal universitaria es esta!!!,NEU
"Te extraño como nunca, y no te tengo como siempre.",N
Nadie sabía que los peluche no son peluche son Pérez luche,NEU
Jueputaaaa extraño mi bici. Esta panza de camionero me va a matar,N
@RAMMS09 amigo como estas ? Buenos días perdón ayer me fui a dormir,NEU
"@intrascendente jajaja ya es parte de ti y está bonito y está bien, hombre",P
Primer logro del año cumplido. Me agregaron al grupo de desayunos de mi trabajo #AquiEstaTuGordoBabyMyLove,P
No hay nada más triste que tener ya +500 en el casino y quedar en ceros,N
@Fershymp es un lamentable reflejo de la realidad y el nivel de educación que impera en México,N
"Tengo hambre,pero si pido cena el chavo de la moto se va a mojar y seria mal pedo",P
Lo siento mucho Perder un abuelo es uno de los dolores mas hondos posibles. Mucha fuerza para ti. @UrielCastillo93,N
#BuenosDias mundo Twittero ya empezó la segunda semana del año y estoy mas que listo para vivir un día mas,P
@CaELiKe Estuve contigo en la transmisión saludos hermosa quisiera poder vertw y darte un mega abrazo y un besote te quiero,N
"Cálmala pinche Jesús, si me quiero morir y todo pero no de esta forma tan culera, que me atropelle un carro mejor.",N
"No te puede gustar algo que no sabes hacer - Mi pequeño primo Julián, 7 años, sabe más de la vida que yo",N
"@mpamanes gracias por el comienzo con Always be my baby (que aquí entre nos me dedicó Mariah) ""Time can't erase a feeling this strong""",NEU
"No hagan caso de nada de lo que diga Brenda, está tomando Tkt roja desde la 1 pm ""y Budweiser desde las 6pm"" atte. Sonia.",N
"@favaritx Que 2017 sea un gran año para ti, una de mis personas favoritas en este mundo. Que este año nos volvamos a ver y abrazar",P
"@nataliaenlu jajaja que pena, soy metiche. Es que mi mama si me dijo de pasar año nuevo en la playa pero ya no hay espacio en ninguno",N
"Y me ha pasado con Carlos, Roberto, y una larga lista de amigos con los que la gente cree que me revuelco. Pero no, porque soy una ñoña",NEU
@Cochy_Tj ley de vida asi nos pasa a nostros la que te gusta no le gusta y a la que le gustas no te gusta que dificiles somos la neta,N
@AlbertoVill descubri que soy celosa,N
Amo las mujeres que manejan estándar,P
Que suave que me contestaras más rápido,P
@mariobautista_ Daría todo por un disco tuyo autografiado,P
que triste que mañana empiezo el gym de nuevo,N
"Otra noche... Buenos días, alguien sabe por cuantas mas pasare?!?!",NEU
@sofia_garciarmz La neta si esta bien feo entrar a las 7,N
Ah no verdad? Jajaj nadie entendió mi chiste que imbécil soy hahaha,N
Hoy todo el día estuve triste porque ya mero entro a la facu,N
@AlexiaPalacio me dan asco los higos o no sé qué y todo en general,N
"Aunque ya llegue y eso esta padre, la triste realidad es que sigo teniendo hambre.",N
En la clase de circo de hoy: cáigase de la pelota gigante y rómpase un diente,N
"Si no vivo al norte de la ciudad, tengo un iPhone, auto y dinero no soy cool?",N
Es normal que después de todo un fin con mi novio ahora lo esté extrañando?... ._. ya traiganmelo,N
"O sea si, ya estoy mas cachetonq, pero hay fotos donde de plano me veo completamente con obesidad mórbida.",N
"@CocaHdz_ Ya se, pero no puedo evitarlo !!! En vdd que si haces eso, sería como mi mejor regalo #LaVdd",P
"@bucio_lesly acabo de ver algo similar y te juro que sentí bien feo, ojalá nunca tenga que verme en la necesidad",N
Que más quisiera estar allá y abrazarte! Qué feo que el amor de mi vida se haya accidentado y yo por acá,N
Lo pendejo se mide en comparación del número de veces que te encabronas por un twiit que ni siquiera era dirigido a ti,N
"Es que, quizá, el miedo al amor, nos hace estar con las personas incorrectas, pero ""seguros"". Esta noche me duermo con un sabor amargo.",N
"@ATTMxAyuda @ATTMx Olvidenlo, Ya vi que si lo que quiero comprar cuesta $150,debo de tener más de esa cantidad en saldo, y no lo exacto",NEU
"Hoy reafirme que soy un adulto y no. 1. No necesito pedir permiso a nadie para ir a algún lugar. 2. Me sigue dando miedo ""It""",N
"@iaz84 jajaja no ser Maléfica, de verdad la comida esta muy mal y el servicio igual, con las ganas que tenia de un buen coctel y caldo",N
Ya me cansé de ver los juegos de la #LMB que se terminen muy noche.. piensan que uno no va a trabajar al día siguiente. O que pedo???,N
@SBecqer Hola! la lvl 30 me la regaló noska en el 1er megaSorteo. La lvl 32 me la regalo también pero era lvl 30.Y la lvl 27 se la compré,NEU
Como te tardas en contestar,N
Es neta lo de los tacos?,NEU
@MeDicenLoya neta no pensaste en mi? Cortalas,N
Por poquito y se comen a mi perrito,N
Super triste que mi amorcito ya este en Pachuca.,N
Ya extraño a mi mamá y todavia no me voy,N
@BarbAdicto que feo tener que soportarlo por miedo a estar sólo,N
"Acabo de ver una película extrañamente buena! ""Un cadáver para sobrevivir"" véanla",P
Ser feliz no significa que todo es perfecto. ... Buen día a todos!,P
"Como no va a ser esencial lo bonito de la vida, su bella amistad.",P
Como cuando sigo de vacaciones pero me tengo que desvelar por reportes de servicio social.,N
@soyrosalet @SwarmApp Linda noche Ross extraño escuchar tu voz saludos desde Playas de Rosarito Baja California,N
"Extraño a mis comprañeros roberto, osvaldo, julio y leo eran increibles al igual que mis super jefes!",P
Mas cuando no tienes a alguien que te de esas palabras de aliento que necesitas para sentirte mejor,N
"@crystinahotwife @CyDiosas Se ve hermosa! Me dan ganas de comerme todo eso y con este frío, de estar adentro",P
"Lo bueno de crecer es que cosas que antes causaban un efecto emocional en mí, ahorita me vale madreeee #QueBonitoEsLoBonito",P
"@Cinemex ¡Hola! Oigan reponganos las entradas de ayer con unas nuevas, por lo ocurrido ayer en Cinemex Portal Vallejo, por favor.",N
@Tribuna_I Apenas inició el torneo y ya están diciendo si YA VA LA BUENA para @Chivas Hay equipos mejores que el Rebaño,NEU
Pero llegar al hogar me da inmediata alegría en el corazón. Y así es como mis días cierran bonito desde hace un tiempo.,P
@paobarquet que coraje saber que tu y tus compañeros fueron víctimas de gente malandrina por otro lado me da gusto saber que estás bien,N
@evelyyncassio lo mejor para este nuevo año Evelyn! Q venga más futbol y más aficionadas como tú! Te mando un abrazo que Dios te bendiga,P
Desde hace 20 minutos se escucha una alarma y me da mucho coraje porque eso significa que la persona sigue dormida y yo aquí con sueño,N
"En 15 minutos, subiré un nuevo video a mi canal de youtube, es un pequeño regalo para que se lo empiecen a pasar de agasajo este viernes!",P
Porque the City? alcohol adulterado y exceso de gente. Es pesimo! He ido 2 veces y las dos me la pase del asco. No quiero ir otra vez,N
"Les juro, estoy solita en mi casa y no sé si es sugestión, bajé al cuarto de Lim a dormir y ya me arropé, sólo pido que ya vuelva",N
#EmpiezanLasPosadasY yo ya soy gordo,N
@leondaraki @mx_df no sería mala idea,P
"@CFE_GolfoNte @Cicmty buenos días, seguimos sin servicio!",N
@Swimmer_IT sabíamos que su partida traería graves consecuencias.,N
Mi iPad estuvo 5 días abandonada en mi carro,N
Siempre soy la culpable de la mierda de todos ¿no?,N
@heyGuero no te trajeron uno los reyes u.u oie k feos,N
"@IronGeen ñammm. Ya se me antojó una deliciosa cema, vamos por una",P
@priincesapurple si ya había regresado pero me volví a dormir moría de sueño,N
@Cognified te juro que si tuviera Pc gamer o una decente jugaría también ahí,N
@DignaRabieta ustedes venían enfiestados uno ya tenía vv más de cinco horas pues qué pues,P
"Odio que mi celular se ponga así Odio tuitear desde la compu, no puedo poner emojis.",N
Que rica siestesita me aventé hasta pensé que ya era de mañana porque me levanto la alarma,P
"@tuamigatuitera pues ya ni nos hablas y si iré, iré como el 20 o algo así de enero!",NEU
@AyD_ParaTi estoy registrado y no me llegan ni puedo pagar en linea ni nada dice que pagina en servicio,N
"@CarolinaPadron: Hola, te deseo un feliz año nuevo 2017 lleno de salud, abundancia y éxitos. Te mando un fuerte abrazo",P
"@jeri4queen sí, y ps no es mi caso. Quiero decir, ps... no soy taaan buena. Trabajadora sí, pero buena, buena, no",NEU
@minideeharry yo pensé que ya te habías olvidado de nuestra hermandad chingona lo que es tener vida social y olvidarse de uno,P
"—¿Que crees, amor? Estaba platicando con una amiga y... — —¿Ya te enojaste? Pero si es buena onda. — —Te amo, amor. —",NEU
"@pablocampos98 Andas súper desaparecido de aquí pero se que te la estás pasando súper bonito en tu viaje, y eso me hace muy feliz",P
"@AngelaDelRioM hola preciosa. A pesar del frío, mis ganas de verte todos los días es mas grande, ya que me alegras con tu bella sonrisa.",P
la lencha de mi proveedor de cristal me esta acosando y me tengo que dejar para que si me de el material rapido  Dios mio,N
@MayezPalacios No mames! No son fieles ni a su propia raza!!! Ya no sé que esperar lo malo es que tengo una coneja y es igual. Complot,N
"Pues yo leo que a muchos ""Luke Cage"" les ha parecido malita. Pero uno ve y tiene un 8.2 de promedio en RT. Al menos abre al debate",N
me traje un kitkat porque ya sé que a mi mamá le da por cortar carbohidratos de putazo pero tengo aquí 23 horas y ya me lo quiero chingar,N
Brillas y brillas tan lindo,P
@Horantheworld20 claro que se puede corregir,P
"En el mismo lugar, con distinta gente",NEU
por que no nací con las cejas pobladas,N
@michicheel ay jajaja pero si estoy enamorada de apu,P
"puras fotos lutteo en mi tl, basta me hacen extrañarlos",N
Ultimo Día De Vacaciones Ya El Lunes A La Escuela Noooo!,N
"Ahora están tocando Arabella suena igualito a Alex Turner, seguro es Guajardo",NEU
@CauteSol22 ánimo acá en México será bienvenido! Saludos de un hincha de #CruzAzul,P
Empece el año con una gripe bien perra y atascada estoy muriendo gggg 🤧🤧🤧🤧,N
"Regla básica para hacer una fiesta de cumpleaños... TENER AMIGOS, no sé a quién invitar",N
Mi carro ya no suena feo wuuwu. Juro que ya no le haré más daño hahaha,NEU
Wooooow que curativo es esto!!!! Me hace parecer menos perra y un poco mas agradable Me gusta,P
@qtf Yo no opino lo mismo... escribe muy similar a mi hijo de 9 años... ya tiene firma!!,NEU
Cada que hablo contigo mi corazón se pone feliz pero eso no se nota a través de una pantalla,P
¿Porqué las personas no captan la mega no indirecta de enviar flores? Mi escritorio se sigue viendo sin vida jajaja,N
"Días!!! Entrena tu mente. Vives como piensas. Elige lo amable, lo bondadoso, lo consciente, lo sano, lo creativo, lo alegre.. Besitos",P
"-Mamá ya quiero cambiar de lentes están bien rayados. *horas después, mi hermana rompe mis lentes* Yep, es hora de cambiar lentes.",NEU
@Miamanta buenos días sam ya aquí estamos después de estar un poco enfermo pero ya vamos mejorando saludos y feliz año y bendiciones,P
"Ya no me burlare cuando les pasó algo a mis amigos, por qué luego me sucede algo parecido y ya no me es gracioso",N
"Buenos días para todos, menos a esos que ya están de vacaciones, a esos no Ojalá los levante su mama para hacer el desayuno. Jejeje...",NEU
"serías tan dispersa en no darte cuenta q tenías ganas de hacer pipí.. qué bonito tu mundo no regreses a éste, de no ser necesario. calita",N
"Estoy tan sad pero tan sad de los conciertos anunciados a los cuales no iré y la pinche Ruby con su guitarra, me deberían patrocinar a mi",N
"@weexmx Un mes esperando mi chip 4G, no llego y me piden que de otra dirección con razón desconocida, voy al 7 eleven por un chip, no hay",N
"O sea no es que sea mal pedo , pero si uno no puede venir a tomar a su casa con amigos pues los demás tampoco se quedaron sin fiesta. Ups",N
Que triste es no tenerte,N
@YazarethPalomo te extraño tanto mi amor,P
Extraño a Super Junior M #TeamSuperJunior #SOOMPIAWARDS,N
Soñé que tenía una banda de Rock céltico.,P
"@JenniferDuquee Hahaha, si está rico, nadamas le falta presentación.",NEU
@nilomandeDior Hoy estuve viendo muchas fotos dell Escuadrón. Lo extraño,N
@jenifersaucedo_ así es Pero somos mas personas honradas! Que se note,P
Estoy aburrida pero me invitan a lugares y me da flojera salir,N
@PammGonzaleez no mames ahora quedaré como pendejo porque no pude ir de nuevo,N
"Escuchan ""Now You're Gone"" de @VivandTheSect, uno de los mejores discos del 2016 #PropuestaMañanera",P
#este2017 la historia tiene que cambiar prometo hacer lo posible por tener novia este año,NEU
Ya me está doliendo la cabeza de estar todo el día acostada. Por qué soy así??,N
"@ErickValdes_ JAJAJAJAJAJA trague puro brócoli y coliflor con pollo ahorita para echarme las tostadas, me las merezco",P
"@katikatkats no tengo fotos suyas, espero que sea real y que no exista solo en mi mente u.u",NEU
"Chavos no quiero ser pesimista pero siento que el Kit no es pa'mi, ease qué no voy a ganar",N
"Sí, mi vida, estás muy linda, tienes un cuerpazo, pero déjame te presento al cepillo de dientes y la pasta",N
@Diegongo81 están organizando un torneo categoría infantil y libre con equipos de yucatan tabasco y campeche. Es este fin que viene,N
"@IslaReality #IslaRevancha, Ferka, era por Tony, Ivonne,Rafa,Delia, y Uds, 5 votos Vs él, no por Delia, siempre hay qué ir, más fuerte",NEU
Me acorde cuando era niño y me trajeron un balón y eso hizo que amara algo y hasta ahora me apasiona el fútbol,P
"Lo único que vamos a extrañar de Eruviel,será la canción de ""Yo soy mexiquense"" en cada evento Por supuesto que no!No puedo odiarla más",N
@PalestraAgs no cabe duda. Esos son los niños fresas amigos del Peña Lento que no saben ler. Cómo? Aaah no saben LEER. Viva México! !!!,N
"Lo bueno que tengo amigas si no, ni hablaría con nadie más que contigo por whats benditas amigas las amo ya no hablo con niños jaja",P
Le acabo de decir la neta a un amigo porque trae pedos con una morra y se enojó conmigo. Si ya saben como soy pa'que me preguntan,N
"Me enoja que otros me tiren la onda, que me inviten a salir, que se porten buena onda y que el que me gusta ni un pinche hola.",N
"Hablar con mi amiga Sheli y me cuenta que anda viajando, de fiesta , que la uni se la suda... Me hace sentir bien y que yo soy feliz",P
@HectorBrockwell excelente con de semana,P
Jajajajaja ay que triste me siento,N
Soy mas complicado que una mujer jajajajaja,N
Es triste quitar todas las cosas de Navidad,N
@karycruz24 @rashel09 @rosiles_meza @Crisstyrc @analu31090 Gracias mi querida kary,P
Ya estuve sola antes y sé que todo estará bien.,P
"Tengo mi lado lindo y mi lado culero, pero bien culero.",N
"Elle es increíble, pero mi raíz latina pedía a gritos ""Neruda"" #GoldenGlobes",NEU
Y está vez estaban bonitos los que trajo la rosca #VideoMTV2016 Abraham Mateo,P
El #NoaNoaStyle Es lo mejor que ha llegado a @luchalibreaaa @Pagano656 Enhorabuena #SinPayasoNoHayFiesta #ArrePapá,P
Risitas estás ahí ??? ...bueno no importa sólo pasaba a desearte buenas noches @soyalannavarro ...descansa,P
"Son 8:26 y yo ya me estoy visualizando en mi cama durmiendo, cuando salga de trabajar",P
"@g_yubari y seguir el consejo del lobo de caperucita roja: oirte mejor, verte mejor y comerte mejor",P
"#fiesta17millones @yuyacst HERMOSA, MIL FELICIDADES, esta familia crece y creceP NO TE GUSTÓ MI DIBUJITO QUE TE HICE?",P
Not Myself Tonight era hermosa pero el video rip off de Bad Romance arruinó todo para mi Queen X,NEU
"@IbanezXaro jajaja ya ves lo que ocasiona tu ausencia prolongada, mi cuate no me habla y mi sobrina me desconoce",N
@itsximenab ¡Ánimo! Que la vida valga la alegría y no la pena Dile a tu mamá que qué buena rosca hace,P
Triste es no poder ver series en la TV por qué soy tan ciego que ya no alcanzo a leer los subtítulos.,N
"Gracias por todas las atenciones, el talento, y por soportarme este año! @MarianaHeAg que siga el éxito y la mejor de las vibras!!",P
(6:30 am) -Viridiana dónde estás? No piensas llegar! No tienes llenadera!- Yo: mamá estoy dormida en mi cuarto Mamá: Ah sí ya te vi,P
Lo más triste es que cuando regrese a clases no voy a poder darme el lujo de ir a mi casa cada fin de semana,N
"Pacífico (cerveza) Mariscos Gustavo Cerati de Fondo *no es la Paz BJS, son las playas de los Reyes la Paz, de este hermoso estado de MX",P
No soy fan del fut pero mi hermana me puso ver la final a partir del 1er tiempo extra y debo decir que estuvo muy buena #TigresVsAmerica,P
No cabe duda qe los qe mas quieres son los q mas te lastiman t apuñalan por la espalda perdi a la persona q consideraba mi segunda madre,N
"@zommix no, que pendejada, ya se pelearon y ya se contentaron, y ahora la mamá ya le leyó la cartilla al guero, ya no lo va a dejar verla",N
#YaNoHayDePastorJoven un golpe muy bajo,N
Cuando la tormenta eres tu mismo.,N
@Germagnate ahahahahah buenos días joven! Feliz año!,P
@pabloalboran eyyy regresa yaa!!! Tu @FamAlboranMex te espera,N
Como poder ser feliz con esa persona q amas,P
Pinche equipo me ilusiona bien machín para este año @Cruz_Azul_FC,P
Creo que no enseñan griego en el departamento de lenguas extranjeras,NEU
Es lo unico que me se de la cancion jajajaja que oso,NEU
"Recorrí toda la ciudad en un dia con mi mejor amigo, que trip",P
"Como cuando duermo de día y de noche ando bien pilas, esto es fantástico",N
@CelopanYT @RoEnLaRed estando tan cerca pero tan lejos a 45min de distancia siendo exactos. Jajajaja,P
Lo bueno que ayer partí rosca con mis amigos porque hoy no partiremos con mi familia,NEU
Lo triste de este trimestre: salgo diario hasta las diez y no estaré con todo el crew.,N
"@MiroslavaMont: Recibe un cálido y fuerte abrazo desde San Luis Potosí, S.L.P. P.D. Ya casi tu cumple!! n.n",P
@chelita19_esme hahaha te la curas? con el que sea lo chido es ir Posiblemente contra Tigres vaya sho :v,P
"@DaniaRoberta A los delincuentes llamados ""POLITICOS"" solo les interesa ATASCARSE de dinero y propiedades... eso si, los domingos a MISA!",N
"Por que no hacen perfumes de ropa nueva? Es el olor mas hermoso, consumista y de cierto modo capitalista del mundo",N
"Aunque la fresa se vista de seda, peda se encuera. Ahora un nene perdiendo la razón por repetir lo que le dicen.",N
