text,sentiment
Acabo de recordar que existen los queques navideños y ya casi es diciembre para verlos por todo lado,P
"@FedeOrtegaV Ojalá lo consiga, pero también ojalá la empresa del concierto le dé otra como sorpresa o algo así",P
"@jkriptos @lmongeb Jajajajajajaja! No, soy la que consume no la que las produce. Saludos Jason que disfrute ese súper viaje.",P
"@titabobra Si llegamos , únicamente pedimos un poquito más de tiempo de lo normal y los tel: 2225-3080 / 8827-1559 .",NEU
El único senador q se dirigió en español a la audiencia republicana para apoyar a @realDonaldTrump es de padres costarricenses Qué pena!,N
@lenaychantelle Cual es tu helado favorito y comida? Como te parecio Costa Rica cuando viniste y a donde fuiste? Sigueme pls saludos bye,NEU
@miguesl21 en estas épocas no hay que decirle no a ningún trofeo y es conmemorativo para todos los equipos que ganen en la jornada,NEU
@AleeSeke ooops cierto. Me mata @raqueabr02,N
@solucionesong ...genial iniciativa que nos puede ayudar,P
@charito_garcia_ Pues es un buen momento para hacerlo!,P
@ashzamc Chao con ud!!! En serio no te puedo,N
Lunes con L de Lindo! Gracias Dios por el trabajo,P
"@stephvald callese mae jajajaja, el carro estaba bastante duro mae Jaja",NEU
@elchamuko me alegro milord! Feliz regreso a su casa en el averno!,P
Hola me complacerían con #ParaOlvidarte de @MauYRicky por faaaaa Saludos desde Liberia @azul999fm,NEU
Hice el huevo frito mas perfecto de la historia y no le tome foto,NEU
"Ocupo el viernes negro para ver si me compro un tele, el mío se dañó",NEU
Mi mejor amigo me llamo que ya venía llegando a mi casa Tengo 25 minutos esperándolo,N
"@GermanJBH No me diga eso German, que triste jaja nunca había querido los gatos hasta este jaja",N
Lo malo de las indirectas esque son como un chisme pero a medias! Y así no se puede..,N
@PazBloise A mi me operan el lunes las 4 y leer esto es muy poco alentador Que sigas mejor,N
"@francetvinfo @mr_matth @France2tv Cómo?Por años él ha sido parte del Tour,junto con las bicis y las camisas amarilla. MUCHAS GRACIAS!!",P
@katty_Loz empezando xq en mi twitter solo jodo a Darkus pasatiempos tengo muchos una cuenta de twitter no me define #UseLaLogica,N
A mí me dan ganas de volarmelo pero me acuerdo de que mi pelo es un desmadre y me lo dejo quedito,N
"@msroucks Wtf Yo tengo mi biblia firmada por el diablo Okno, pero eso es lo que se me vino a la mente :v",NEU
Recuerdo cuando le escribía a mi hermana @Andreagraseq79 para que me motivara y me hiciera sentir útil. Dios me dio a la mejor hermana,P
@atrejoscr se ve fea en general,N
Odio a mi profesor de estudios sociales,N
Me siento tan feliz esta semana cerró bien,P
Las tenis blancas no se usan todos los días,N
@AdriantixYT yo talvez no vuelva a yt por asuntos personales,NEU
"Pero yo hablo caca de todos lados, soy una comemierda democrática",N
@wheeeing lo mejor es que no sé ni que voy a estudiar,N
@mary_robre asi que ahora tenemos una posible nueva carrera armamentista in the making,NEU
@PauArce21 en serio que una se va a graduar en el tiempo de Dios,N
"@rafa514x será que un ""entreno"" es un entrenamiento ""artesanal""? Digo, como ahora todo es ""artesanal""...",N
"@fermeade Gracias a ti hoy soy muy feliz Descansa, que sueñes bonito. Te quiero un montón",P
@OllieGamerz Soy la peor del mundooooo. Se me olvidó la fecha de tu cumpleañooooos. Sorryyyy Felicidades bae,NEU
"@Ka_Arroyo_ y cómo mezclan realidad con mundos paralelos, y que es diferente a las demás películas de Marvel",P
@kabek Y suuuuper diferente a sus trabajos anteriores! Tengo que comprarlo tho porque no esta disponible en apple music,NEU
"@Nats_Castro vaya a cafetear sola o por un traguito o así, a veces es lindo darse ese tiempo para uno",P
"@jdclarke totalmente, lo del físico se deja atrás cuando el una persona atractiva en todo sentido. Incluyendo sus propuestas y cerebro",P
El post que compartió @LuisLauretto no voy a poder estar tranquila hasta que anuncie quién viene. Y ya estoy pobre #GnR #Metallica,N
"Hoy están participando muchas más mujeres, lo que me alegra mucho. Ya sea para preguntas propias o para hacer preguntas por su pareja",P
"Lo bueno es que voy para Talamanca y Cahuita en una gira, lo malo es que es el finde antes del examen de analítica",NEU
@Varce_c que triste es la realidad,N
"@rafa514x te creo, solo ganas de trollear",NEU
Me gusta dar los buenos días BUENOS DÍAAAAS!,P
"@tsaitami Descubrir qué somos está pichudo, diría el patán",N
@absa_lon tenga paz bonito que en esta vida Todo Cuesta.,NEU
"@Valavb así es, aquí estamos pasando algo similar en estos días",NEU
Las canciones de Juanes y Julieta Venegas siempre me hacen muy feliz,P
"@franky2055 que dichoso ya casi terminas, yo apenas voy por el 85 jaja",NEU
"@arirs07 perdón jaja desde la semana pasada estaba por contarte, pero esta no podía",NEU
"soy la mejor amiga secreta de la vida, quiero el regalo que voy a dar",P
@Jenyeerimenta Yo a él lo amaba desde hace 3 años y ya es demasiado común jaja,N
Ese momento en que tienes que decidir algo ya y no tener una idea que es mejor,N
"Suerte nivel, llame a la pizzeria para pasar por una pizza y llueve cuando deje mis sombrilla perdidas",N
"@LuisRonaldMesen @amy_arom es simple! Mejor no arriesgarse, el q la consuma q la disfrute, yo mejor paso y ya",NEU
"@me_mata la historia de tantas en todos los países Latinoamericanos Una mierda nuestra seguridad y ese maldito concepto de ""macho""",N
@nubecina entonces no es indigente ni tiene problemas mentales? Eso no justifica nada. La lanza como 1 muñeca a la calle,N
Aquí en #Chepe ¿dónde consigo un buen sartén de hierro? Vi unos en Universal marca GIBSON q ni siquiera aparecen en internet,NEU
"Hoy inicia la concachampions 2016-2017 pero realmente no importa porque no esta la @ldacr, en todo caso la voy a seguir porque si",N
@Manryev ¡Me alegra muchísimo que te gustara! Igualmente un placer saludarte La próxima que vengás a SJ avisá con tiempo y vamos por café,P
@leonardodiazpor sos mi James gordeon favorito...,P
Extraño mis siestas de todaaaa la tarde,N
Desde el jueves pasado estoy esperando el entreno,NEU
"Díganle a Hellen que la extraño, odio estar sola",N
"@andrest_12 ahh ya ya jajaja. Bueno, buenas noches, que descanse",P
@titabobra A mí jajaja y veame aquí con los ojos pelados,NEU
Ahora sí es oficial... tengo el trabajo más chiva que podía pedir,P
Creo que tengo una contractura en los hombros así o más hecha picha?,N
@_monsejimenezp Jaja que dichosa! pero entonces cual es la excusa para ser tan repugnante?,N
@karlillag Es muy duro para un niño verse forzado a ser parte de esos procesos,N
"Mi mamá me maquilló super chiva para halloween, y todo lo grave en snap snap: nayma_vp",P
"Independientemente del resultado, me queda claro que Tigres va a en la próxima fase de la CLC",NEU
millennial memorial: cambiar contraseña wifi con el nombre del gatito amigo de boabdil que se acaba de morir,NEU
"@Pandax14Cr @D4rkusPl4y si va comer gallina mejor quedese calladito, tomese sus pastillitas y siga echandole el cuento a youtubers",N
"@mapashito73 excelente por mis eectativas y por supuesto voy a a estar pendiente para verla lo mas pronto posible, gracias",P
Yo ni se que le hice me deja de hablar de la nada y ni sabe cuanto la extraño. Chas gracias,N
Me faltan 50mil colones la única manera de hacer toda la entrada de Metallica es literal pichaseandome esta semana trabajar 12 horas,N
"Yo vivo a 25 metros de la Basílica y salí a ver el juego de polvora de estos dos días, muy bonito #nadaquehacer",P
"El horario me quedo tan perfecto y tengo tan buenas eectativas de los profes que ya quiero entrar a clases. Tan #bichoRaro, lo sé",P
@SanzZeriTica El Chavo no estaba triste,P
@cotarola No salí. No puedo manejar: Migraña,N
Yo me quería graduar con la camisa rosada,NEU
@gbviquez yo quería que me dieran la bcr así,NEU
Puedo soñar ridícula pero si lloré porque @smilinglybybau se fue,N
Estornudé y me mordí la lengua porque mi suerte es así,N
@saywhatmini Hermosa verdad? ️ Me toca quitarlas porque no puedo mostrar caras,NEU
"Le envié una foto a Ignacio y me dijo ""Que picha más fea""",N
"Misión cumplida del fin de semana, fastidiar a Mario, en broma verdad, hola feo",NEU
Mami va a bajar la velocidad del internet pero mejor eso a que lo quite,P
"Soy una anticuada, pero cómo me duele ver o escuchar a gente querida hasta el rabo",N
"#ChampionsxFOX Me pueden mandar un saludo desde Costa Rica viendo al Sporting y a Bryan Ruiz, porfaaa!?",NEU
"@sinceratops no me dijo nada nuevo, tranqui jaja. Si ve más bolsos lindos me los recomienda también, porfa",NEU
X:¿Qué perfume usas? Yo: Victoria's Secret X: Ah yo uso uno de Pink que es más caro que ese!,N
"@ang_qs_flp mi corazón despertó! mis pasos siguen lo que dicta tu voz, mi sueño siempre va ligado a tu amor",P
"Hola, soy Paulo y soy parte de la primera generación que va a tener resolución de problemas en bachi de mate",NEU
Si andan haciendo eso mejor se quedaran calladitas jaja pero así se están quemando ellas mismas e insinuando que son unas metidas,N
Mi familia va para la playa y yo por irresponsable tengo que quedarme haciendo los 1000 extra clases que tengo para el martes.,NEU
"@donovanrp excelente, cuando me den el carro lo molesto, igual no conozco a nadie mas q haga Uber asi que el bono es suyo",P
Llevo más de una semana lesionada,N
Nadie quiere ir a tomar café conmigo,N
